Timestamp,Usia,JK,Sekolah,Kelas,Jumlah uang bulanan,"Seberapa besar pengaruh teman-teman Anda dalam pengambilan keputusan sehari-hari (contohnya dalam memilih pakaian, tempat nongkrong dan barang yang ingin dibeli)?",Seberapa besar rasa takut Anda merasa ditolak dalam pertemanan jika dianggap ketinggalan tren atau tidak mengikuti gaya teman-teman Anda?,"Seberapa sering Anda membeli suatu barang karena diajak atau dipengaruhi oleh teman Anda, bukan karena kebutuhan pribadi?",Dalam seminggu berapa kali Anda biasanya keluar untuk nongkrong  bersama teman?,Media sosial yang sering digunakan,Lama rata-rata Anda menggunakan media sosial,Seberapa besar pengaruh rekomendasi influencer terhadap pilihan belanja atau gaya hidup Anda?,"Dalam satu bulan, berapa kali Anda melakukan pembelian melalui platform belanja online seperti Shopee, Tokopedia dan Tiktok Shop?",Seberapa sering Anda makan atau membeli jajanan diluar rumah dalam seminggu?,Total pengeluaran dalam satu bulan,"Seberapa sering Anda membeli barang dalam satu bulan (termasuk jajan, nongkrong, belanja dan kebutuhan lainnya)?",Seberapa sering Anda membeli barang secara spontan tanpa perencanaan sebelumnya (impulsive buying)?,Saya merasa perlu membeli barang-barang yang sedang tren agar saya dapat diterima dalam kelompok pertemanan saya,"Sebagian besar uang saku saya habis karena kegiatan bersama teman, seperti nongkrong, makan diluar atau mengikuti tren lain?",Saya sering merasa terdorong untuk mencoba tempat-tempat yang sedang tren di media sosial karena banyak teman saya yang melakukannya,Saya rela mengurangi atau menghemat uang makan dan transportasi agar bisa membeli barang atau mengikuti tren yang sedang populer di sekolah,Frekuensi saya nongkrong di kafe atau tempat hangout tertentu meningkat karena sering diajak atau dipengaruhi oleh teman,Sekolah_Clean,Rasio_Pengeluaran,Status_Keuangan,Medsoc_Discord,Medsoc_Facebook,Medsoc_Instagram,Medsoc_Line,Medsoc_Pinterest,Medsoc_Talkin,Medsoc_Telegram,Medsoc_Threads,Medsoc_Tidak Ada,Medsoc_TikTok,Medsoc_Twitter/X,Medsoc_VK,Medsoc_WeChat,Medsoc_WhatsApp,Medsoc_Yeetalk,Medsoc_YouTube
2025-11-26 08:54:08.175,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,400000.0,Banyak,Cukup Takut,Kadang-Kadang,1-2 kali per minggu,"Instagram, Facebook, WhatsApp, TikTok",5–6 jam per hari,Cukup,1-2 kali per bulan,Sering,600000.0,Sering,Kadang-Kadang,Netral,Setuju,Netral,Netral,Netral,SMA N 1 LAGUBOTI,1.5,Defisit (Nombok),0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:12.239,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,240000.0,Cukup,Tidak Takut Sama Sekali,Jarang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",1–2 jam per hari,Sedikit,3-4 kali per bulan,Jarang,200000.0,Jarang,Jarang,Netral,Netral,Tidak Setuju,Netral,Netral,SMA N 1 LAGUBOTI,0.8333333333333334,Boros,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:12.477,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,400000.0,Cukup,Tidak Takut Sama Sekali,Jarang,0 kali / Tidak pernah,"Instagram, WhatsApp",3–4 jam per hari,Sedikit,1-2 kali per bulan,Kadang-kadang,300000.0,Jarang,Tidak Pernah,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,SMA N 1 LAGUBOTI,0.75,Wajar,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:54:21.864,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,300000.0,Banyak,Sedikit Takut,Sering,1-2 kali per minggu,Instagram,5–6 jam per hari,Cukup,3-4 kali per bulan,Sering,300000.0,Sering,Kadang-Kadang,Tidak Setuju,Netral,Tidak Setuju,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,1.0,Boros,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-26 08:54:22.043,18.0,Laki-laki,SMA N 1 LAGUBOTI,XII,200000.0,Sedikit,Tidak Takut Sama Sekali,Tidak Pernah,1-2 kali per minggu,"Instagram, Facebook, WhatsApp, TikTok",3–4 jam per hari,Sedikit,1-2 kali per bulan,Jarang,300000.0,Jarang,Jarang,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Netral,Netral,SMA N 1 LAGUBOTI,1.5,Defisit (Nombok),0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:22.130,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,2500000.0,Tidak Sama Sekali,Tidak Takut Sama Sekali,Sering,1-2 kali per minggu,"Instagram, WhatsApp",1–2 jam per hari,Sedikit,0 kali /  Tidak pernah,Kadang-kadang,2000000.0,Kadang-kadang,Tidak Pernah,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Netral,SMA N 1 LAGUBOTI,0.8,Wajar,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:54:22.177,18.0,Laki-laki,SMA N 1 LAGUBOTI,XII,100000.0,Cukup,Sedikit Takut,Tidak Pernah,0 kali / Tidak pernah,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Banyak,1-2 kali per bulan,Kadang-kadang,200000.0,Kadang-kadang,Tidak Pernah,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,SMA N 1 LAGUBOTI,2.0,Defisit (Nombok),0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:27.025,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,500000.0,Cukup,Tidak Takut Sama Sekali,Kadang-Kadang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Tidak Sama Sekali,3-4 kali per bulan,Kadang-kadang,400000.0,Sering,Jarang,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,SMA N 1 LAGUBOTI,0.8,Wajar,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:28.413,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,300000.0,Tidak Sama Sekali,Tidak Takut Sama Sekali,Jarang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",1–2 jam per hari,Sedikit,1-2 kali per bulan,Jarang,200000.0,Jarang,Jarang,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,SMA N 1 LAGUBOTI,0.6666666666666666,Wajar,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:31.058,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,300000.0,Sedikit,Sedikit Takut,Jarang,1-2 kali per minggu,"Instagram, WhatsApp",1–2 jam per hari,Sedikit,1-2 kali per bulan,Jarang,250000.0,Kadang-kadang,Tidak Pernah,Tidak Setuju,Netral,Netral,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,0.8333333333333334,Boros,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:54:34.067,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,400000.0,Tidak Sama Sekali,Tidak Takut Sama Sekali,Tidak Pernah,0 kali / Tidak pernah,"Instagram, WhatsApp",< 1 jam per hari,Tidak Sama Sekali,0 kali /  Tidak pernah,Jarang,400000.0,Jarang,Tidak Pernah,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,SMA N 1 LAGUBOTI,1.0,Boros,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:54:37.334,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,100000.0,Sangat Banyak,Tidak Takut Sama Sekali,Kadang-Kadang,1-2 kali per minggu,WhatsApp,3–4 jam per hari,Sedikit,1-2 kali per bulan,Sering,150000.0,Sering,Jarang,Netral,Netral,Netral,Tidak Setuju,Tidak Setuju,SMA N 1 LAGUBOTI,1.5,Defisit (Nombok),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:54:39.195,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,200000.0,Cukup,Tidak Takut Sama Sekali,Jarang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Cukup,1-2 kali per bulan,Kadang-kadang,200000.0,Kadang-kadang,Jarang,Netral,Setuju,Setuju,Netral,Setuju,SMA N 1 LAGUBOTI,1.0,Boros,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:39.837,15.0,Laki-laki,SMA N 1 LAGUBOTI,X,200000.0,Banyak,Cukup Takut,Sering,3-4 kali per minggu,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Banyak,3-4 kali per bulan,Sering,50000.0,Sering,Kadang-Kadang,Setuju,Setuju,Setuju,Setuju,Setuju,SMA N 1 LAGUBOTI,0.25,Hemat,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:46.984,15.0,Laki-laki,SMA N 1 LAGUBOTI,X,400000.0,Banyak,Takut,Sering,1-2 kali per minggu,Instagram,5–6 jam per hari,Banyak,1-2 kali per bulan,Sering,200000.0,Kadang-kadang,Kadang-Kadang,Netral,Netral,Tidak Setuju,Tidak Setuju,Tidak Setuju,SMA N 1 LAGUBOTI,0.5,Wajar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-26 08:54:49.668,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,500000.0,Sangat Banyak,Sedikit Takut,Kadang-Kadang,0 kali / Tidak pernah,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Banyak,1-2 kali per bulan,Jarang,500000.0,Jarang,Tidak Pernah,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,SMA N 1 LAGUBOTI,1.0,Boros,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:54:50.595,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,300000.0,Banyak,Sedikit Takut,Sering,1-2 kali per minggu,"Instagram, Twitter/X, WhatsApp",5–6 jam per hari,Tidak Sama Sekali,1-2 kali per bulan,Kadang-kadang,200000.0,Kadang-kadang,Jarang,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,Setuju,SMA N 1 LAGUBOTI,0.6666666666666666,Wajar,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2025-11-26 08:54:50.598,15.0,Perempuan,SMA N 1 LAGUBOTI,X,300000.0,Sedikit,Sedikit Takut,Jarang,0 kali / Tidak pernah,WhatsApp,3–4 jam per hari,Sedikit,1-2 kali per bulan,Sering,280000.0,Kadang-kadang,Kadang-Kadang,Sangat Tidak Setuju,Netral,Setuju,Netral,Setuju,SMA N 1 LAGUBOTI,0.9333333333333333,Boros,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:55:02.855,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,800000.0,Banyak,Sedikit Takut,Sering,0 kali / Tidak pernah,"Instagram, WhatsApp",1–2 jam per hari,Cukup,5-6 kali per bulan,Jarang,700000.0,Jarang,Tidak Pernah,Tidak Setuju,Netral,Netral,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,0.875,Boros,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:55:08.704,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,400000.0,Sedikit,Tidak Takut Sama Sekali,Jarang,0 kali / Tidak pernah,"Instagram, WhatsApp",3–4 jam per hari,Sedikit,1-2 kali per bulan,Jarang,400000.0,Kadang-kadang,Tidak Pernah,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,SMA N 1 LAGUBOTI,1.0,Boros,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:55:16.443,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,200000.0,Sedikit,Tidak Takut Sama Sekali,Jarang,1-2 kali per minggu,"Instagram, WhatsApp",3–4 jam per hari,Sedikit,0 kali /  Tidak pernah,Jarang,150000.0,Kadang-kadang,Jarang,Netral,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,SMA N 1 LAGUBOTI,0.75,Wajar,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:55:16.615,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,500000.0,Cukup,Tidak Takut Sama Sekali,Jarang,0 kali / Tidak pernah,"Instagram, WhatsApp, TikTok, YouTube",> 6 jam per hari,Cukup,1-2 kali per bulan,Sering,375000.0,Sering,Jarang,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,SMA N 1 LAGUBOTI,0.75,Wajar,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
2025-11-26 08:55:18.119,16.0,Perempuan,SMA N 1 LAGUBOTI,XI,600000.0,Banyak,Sedikit Takut,Kadang-Kadang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",5–6 jam per hari,Banyak,1-2 kali per bulan,Sering,450000.0,Sering,Jarang,Sangat Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,SMA N 1 LAGUBOTI,0.75,Wajar,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:55:20.856,17.0,Laki-laki,SMA N 1 LAGUBOTI,XII,300000.0,Sedikit,Sedikit Takut,Tidak Pernah,1-2 kali per minggu,WhatsApp,1–2 jam per hari,Tidak Sama Sekali,1-2 kali per bulan,Kadang-kadang,300000.0,Jarang,Jarang,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju,SMA N 1 LAGUBOTI,1.0,Boros,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:55:26.397,16.0,Perempuan,SMA N 1 LAGUBOTI,XI,450000.0,Cukup,Cukup Takut,Kadang-Kadang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Cukup,1-2 kali per bulan,Kadang-kadang,420000.0,Sering,Jarang,Netral,Tidak Setuju,Netral,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,0.9333333333333333,Boros,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:55:27.128,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,250000.0,Cukup,Tidak Takut Sama Sekali,Jarang,1-2 kali per minggu,"Instagram, Twitter/X, WhatsApp",3–4 jam per hari,Sangat Banyak,3-4 kali per bulan,Jarang,250000.0,Jarang,Tidak Pernah,Tidak Setuju,Netral,Tidak Setuju,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,1.0,Boros,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2025-11-26 08:55:27.275,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,200000.0,Cukup,Tidak Takut Sama Sekali,Jarang,1-2 kali per minggu,"Instagram, WhatsApp",1–2 jam per hari,Sedikit,1-2 kali per bulan,Sering,200000.0,Jarang,Tidak Pernah,Tidak Setuju,Tidak Setuju,Netral,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,1.0,Boros,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:55:30.039,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,100000.0,Cukup,Sedikit Takut,Kadang-Kadang,0 kali / Tidak pernah,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Sedikit,1-2 kali per bulan,Jarang,300000.0,Kadang-kadang,Tidak Pernah,Tidak Setuju,Netral,Netral,Netral,Netral,SMA N 1 LAGUBOTI,3.0,Defisit (Nombok),0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:55:31.002,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,200000.0,Cukup,Tidak Takut Sama Sekali,Kadang-Kadang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Cukup,1-2 kali per bulan,Sangat Sering,250000.0,Sering,Tidak Pernah,Tidak Setuju,Tidak Setuju,Setuju,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,1.25,Defisit (Nombok),0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:55:31.903,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,100000.0,Sedikit,Tidak Takut Sama Sekali,Kadang-Kadang,0 kali / Tidak pernah,WhatsApp,1–2 jam per hari,Tidak Sama Sekali,0 kali /  Tidak pernah,Jarang,150000.0,Kadang-kadang,Tidak Pernah,Tidak Setuju,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,1.5,Defisit (Nombok),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-11-26 08:55:32.804,15.0,Perempuan,SMA N 1 LAGUBOTI,X,100000.0,Sedikit,Sedikit Takut,Kadang-Kadang,1-2 kali per minggu,Instagram,1–2 jam per hari,Sedikit,3-4 kali per bulan,Jarang,400000.0,Sering,Jarang,Netral,Netral,Netral,Netral,Netral,SMA N 1 LAGUBOTI,4.0,Defisit (Nombok),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-26 08:55:36.781,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,200000.0,Cukup,Cukup Takut,Sangat Sering,0 kali / Tidak pernah,"Instagram, Facebook, WhatsApp, TikTok",> 6 jam per hari,Banyak,1-2 kali per bulan,Sering,250000.0,Kadang-kadang,Tidak Pernah,Tidak Setuju,Netral,Netral,Netral,Netral,SMA N 1 LAGUBOTI,1.25,Defisit (Nombok),0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:55:39.061,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,320000.0,Sedikit,Sedikit Takut,Kadang-Kadang,1-2 kali per minggu,"Instagram, Twitter/X, WhatsApp, TikTok",3–4 jam per hari,Cukup,3-4 kali per bulan,Sering,320000.0,Sering,Jarang,Netral,Setuju,Netral,Tidak Setuju,Setuju,SMA N 1 LAGUBOTI,1.0,Boros,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2025-11-26 08:55:40.321,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,250000.0,Cukup,Sedikit Takut,Jarang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Sedikit,1-2 kali per bulan,Kadang-kadang,200000.0,Kadang-kadang,Jarang,Netral,Setuju,Netral,Tidak Setuju,Setuju,SMA N 1 LAGUBOTI,0.8,Wajar,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:55:44.267,17.0,Perempuan,SMA N 1 LAGUBOTI,XII,400000.0,Cukup,Tidak Takut Sama Sekali,Jarang,1-2 kali per minggu,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Banyak,1-2 kali per bulan,Sering,450000.0,Sering,Tidak Pernah,Netral,Tidak Setuju,Setuju,Setuju,Netral,SMA N 1 LAGUBOTI,1.125,Defisit (Nombok),0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-11-26 08:55:47.359,15.0,Perempuan,SMA N 1 LAGUBOTI,X,220000.0,Banyak,Cukup Takut,Jarang,0 kali / Tidak pernah,Instagram,5–6 jam per hari,Sedikit,1-2 kali per bulan,Kadang-kadang,300000.0,Kadang-kadang,Jarang,Sangat Tidak Setuju,Netral,Netral,Netral,Tidak Setuju,SMA N 1 LAGUBOTI,1.3636363636363635,Defisit (Nombok),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-26 08:55:48.216,15.0,Perempuan,SMA N 1 LAGUBOTI,X,350000.0,Banyak,Sangat Takut,Kadang-Kadang,0 kali / Tidak pernah,"Instagram, WhatsApp, TikTok",3–4 jam per hari,Sedikit,3-4 kali per bulan,Sangat Sering,300000.0,Sering,Jarang,Netral,Netral,Netral,Netral,Netral,SMA N 1 LAGUBOTI,0.8571428571428571,Boros,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
